t,Rg_rep1,Rg_rep2,Rg_rep3,RMSD_BB_rep1,RMSD_BB_rep2,RMSD_BB_rep3,RMSD_ligand_rep1,RMSD_ligand_rep2,RMSD_ligand_rep3,RMSD_pocket_rep1,RMSD_pocket_rep2,RMSD_pocket_rep3
93,21.786295,21.89417509,23.04306944,2.2337554,2.337718646,2.152359066,1.0618382,1.157275927,1.133358878,1.2938226,1.327222473,1.355406081
93.5,21.801264,21.39606931,21.40849364,2.2518237,2.151265065,2.191517653,1.0400614,1.040656902,0.979379384,1.235479,1.216992237,1.32502307
94,21.775261,20.67009257,20.73220095,2.2560992,2.487208999,2.236316647,1.0363408,1.128842942,1.136719924,1.2204936,1.289820607,1.270891132
94.5,21.731457,20.73088596,22.09471837,2.242626,2.338500428,2.273800911,0.88137984,0.909567531,0.873407813,1.2414728,1.268943218,1.156312224
95,21.781136,23.14209246,22.43873245,2.2691252,2.341212034,2.142087079,0.92304951,0.957202999,1.02388915,1.3053695,1.346939402,1.199954449
95.5,21.79434,22.16570619,21.50174675,2.2158594,2.018247826,2.221951124,0.79913884,0.802480083,0.775656761,1.3541539,1.316495424,1.358018599
96,21.805803,20.41040501,22.59327741,2.2223825,2.409264491,2.388515055,0.88406199,0.960488943,0.892054062,1.3452386,1.436662401,1.346922717
96.5,21.827133,22.10566186,22.26666246,2.2351961,2.3861417,2.244608629,1.0674425,1.068085804,1.02918291,1.348119,1.361788743,1.350866019
97,21.806824,20.61456711,23.21536949,2.2939241,2.339457496,2.310338304,0.92359525,0.926383858,0.925370166,1.4154272,1.323236738,1.40849217
97.5,21.773109,21.71737299,22.44469111,2.2662623,2.257227895,2.317966711,0.94292641,1.027674805,0.966093205,1.3705134,1.431789967,1.350415717
98,21.723835,21.73626694,19.18882807,2.2450576,2.272984692,2.177979064,0.89868259,0.900669235,0.898201212,1.3440205,1.330384472,1.283962784
98.5,21.743086,20.56632062,22.51614667,2.2345767,2.21769985,2.136320104,0.99215472,0.955142475,0.882612939,1.3878162,1.301055792,1.447111606
99,21.778938,22.33563141,21.54560241,2.2127478,2.256036301,2.215637777,0.9684096,0.881896365,0.88264582,1.3641497,1.355781689,1.340730964
99.5,21.785288,22.86987007,21.64330379,2.2578833,2.37746348,2.267778921,0.83698046,0.87991073,0.875709535,1.3896977,1.39240158,1.346183428
100,21.804625,20.88333018,21.56973297,2.2495978,2.127703475,2.443747389,1.0892186,1.107986104,1.081927088,1.4091461,1.435869149,1.512494382
100.5,21.812496,23.21649124,19.90951511,2.1896892,2.310119878,2.172008157,1.0194255,1.012685637,1.083618579,1.4206359,1.332257723,1.471805514
101,21.766695,21.4194002,23.45114313,2.1740866,2.197700571,2.135965404,1.0830858,1.072142125,1.091374051,1.3775282,1.337724928,1.215109074
101.5,21.732016,22.00680084,20.21320318,2.1638503,2.109325845,2.222865868,1.0017246,0.970267138,0.970873508,1.3324332,1.353182705,1.39026337
102,21.744064,21.30701638,21.42658115,2.1451039,2.171285364,2.205324123,1.0465828,1.060879332,1.002813145,1.2860901,1.212819682,1.219054688
102.5,21.774645,21.25070227,22.97645011,2.1424179,2.296433853,2.204913159,0.90358865,0.851086557,0.904536573,1.3638967,1.219551799,1.422428399
103,21.738701,19.71499625,22.72959728,2.1386602,2.141773014,2.26297673,1.0919404,1.093628391,1.074605525,1.2876812,1.280108936,1.240201307
103.5,21.723267,23.04207549,21.78681664,2.1230869,1.839353911,2.161869264,1.0750893,1.096372514,1.00417439,1.1887832,1.281593775,1.05694157
104,21.725555,20.50047185,22.1800641,2.1929874,2.151341855,2.329308228,1.031891,0.99304588,1.038979486,1.2577635,1.201519709,1.242198027
104.5,21.745064,21.39033459,21.95761055,2.2583923,2.419583389,2.283574988,1.0609164,1.158382083,1.007600946,1.2367167,1.215943618,1.254415533
105,21.796698,23.87289911,23.10383483,2.2699821,2.274019998,2.317061223,0.88580948,0.963481287,0.880020269,1.2844093,1.278417617,1.33380143
105.5,21.806608,21.94950433,22.48607626,2.2623916,2.303733919,2.147630645,1.0750861,1.24596317,1.145925076,1.3986769,1.458210573,1.457258901
106,21.819798,21.04817954,22.21056016,2.2351594,2.343452635,2.289380358,0.96703357,0.949538359,0.978757166,1.3482169,1.315202426,1.299419843
106.5,21.772604,22.76173488,22.492051,2.2148578,2.218300308,2.221130108,1.0009226,1.014864246,1.05821601,1.3755385,1.376500361,1.340593174
107,21.747463,22.11345445,20.9321483,2.2397697,2.287360987,2.143197463,0.99461186,0.898285346,1.047336807,1.45287,1.501292172,1.451078761
107.5,21.72831,20.66142888,21.15027361,2.2098889,2.050522857,2.071615626,1.1263958,1.123106091,1.270777653,1.3697984,1.375550252,1.377396542
108,21.740692,20.9868268,21.07171907,2.2319589,2.324700348,2.181009175,1.0992975,1.02552501,1.164297444,1.3889272,1.360666438,1.369770649
108.5,21.783476,21.14644642,20.62379278,2.2876661,2.282337294,2.278441333,1.1320804,1.14786524,1.225120152,1.4346465,1.362347995,1.524965888
109,21.771484,22.55991944,23.22308617,2.2782187,2.285395359,2.202354064,1.0453092,0.946425759,0.970404924,1.4094465,1.271420007,1.383206504
109.5,21.767361,21.75395308,21.32241422,2.2495873,2.224733036,2.250665495,1.1567833,1.150801567,1.210274744,1.3540932,1.352198657,1.31645753
110,21.770172,22.01569583,20.93534265,2.2397335,2.345857629,2.117600471,1.0863547,1.026001998,1.126214722,1.4448781,1.360210296,1.474773511
110.5,21.757874,20.56845386,22.73676457,2.215313,2.247315042,2.073564803,1.0725375,1.139300137,1.046976632,1.4297602,1.398924602,1.522020317
111,21.789017,19.06353798,22.23117603,2.1766639,1.991212913,2.305343016,1.1367986,1.089448851,1.191688035,1.3593322,1.321425258,1.409361495
111.5,21.766476,21.32201694,21.10157565,2.217798,2.222076257,2.205232042,0.95624286,0.9413376,0.971447158,1.3619126,1.433368042,1.521901752
112,21.768253,21.03246721,22.57590325,2.2424276,2.14574332,2.231886306,0.8828271,0.903965315,0.891051164,1.3261514,1.224326706,1.354876801
112.5,21.820766,22.24593458,21.61124674,2.2417552,2.253250157,2.323971321,0.96750832,0.960375728,1.020827965,1.2969605,1.399957069,1.456770425
113,21.795521,21.11745423,23.46111768,2.2083888,2.43588577,2.243355135,0.96807683,0.957165082,0.938361705,1.2647485,1.183993268,1.188723116
113.5,21.736687,21.812678,22.82399117,2.1594121,2.043209255,2.292773684,1.0952349,1.054067438,1.177452154,1.2983922,1.324167447,1.319722399
114,21.676399,22.27854995,21.71434445,2.1521482,2.085198345,2.145424871,0.75286418,0.790033278,0.784579546,1.2581205,1.330934712,1.129351339
114.5,21.677198,23.23394788,19.80263824,2.1328692,2.189327678,1.869509206,0.95472771,1.019812869,0.933981291,1.2068676,1.093373866,1.199830269
115,21.704405,21.35940638,23.01012033,2.142647,2.049762689,2.147998499,0.96611857,0.971877886,0.992011613,1.2181051,1.18330084,1.211130282
115.5,21.777735,21.59680793,21.24810115,2.1198876,2.319387559,2.004104126,0.95249754,0.944414656,0.964713564,1.2185856,1.243797668,1.216797536
116,21.777239,21.52432976,20.6283306,2.1251578,2.133202934,2.065980206,1.0722404,1.072562966,1.01500613,1.2238756,1.251310244,1.171914642
116.5,21.78212,23.05126343,23.13821281,2.1484389,2.325405167,2.188919579,1.085253,1.102053806,1.113891071,1.2416961,1.278298003,1.182857364
117,21.796543,20.54229961,21.1723764,2.1872246,2.177614291,2.32093287,1.0351219,1.083787611,0.999853925,1.373772,1.433254173,1.331044733
117.5,21.741636,21.97167309,22.46807395,2.2505162,2.350258398,2.383068825,0.97879255,1.00281049,1.039267258,1.3879291,1.471226099,1.403403761
118,21.795996,22.11133955,21.12353414,2.2510107,2.210976664,2.291789578,1.1485381,1.167824424,1.178046289,1.3495547,1.151804829,1.335004461
118.5,21.842493,22.26065195,21.59076213,2.3139422,1.89183138,2.402457288,1.0078387,0.920990044,1.107000401,1.3033112,1.332750954,1.194291435
119,21.80612,22.3267731,21.85309524,2.3621526,2.224860892,2.175867969,1.2088444,1.165803372,1.213350076,1.3976156,1.493390073,1.376215561
119.5,21.759001,21.23240039,23.97916014,2.3686368,2.63426998,2.433057552,1.0427791,1.042679001,0.987464987,1.3944212,1.422869915,1.503410808
120,21.734005,23.49106281,20.05955147,2.3489046,2.36429311,2.430844458,1.139659,1.082542483,1.243305145,1.3658612,1.358367577,1.393684917
120.5,21.705135,21.66648821,22.49881576,2.3118589,2.154104393,2.37574955,1.2804712,1.26409192,1.273301481,1.3922397,1.340574235,1.413971506
121,21.697306,22.70010966,20.09873078,2.2707098,2.274639476,2.338887961,1.104277,1.088662758,1.067887269,1.3296123,1.32255326,1.388148488
121.5,21.727375,21.96976779,21.41409053,2.2344825,2.303395527,2.226545219,0.93816739,0.891272519,0.929698218,1.2640107,1.198181804,1.214837703
122,21.732971,22.93336907,22.34626383,2.2217515,2.175945997,2.196716445,1.1446047,1.063518494,1.086721493,1.3796123,1.410226774,1.350049984
122.5,21.748814,22.25270119,21.584635,2.2230997,2.052953069,2.270586673,1.0395063,1.051433684,1.05140487,1.3634641,1.413611157,1.333297652
123,21.818707,22.22713841,22.14766826,2.242054,2.312900831,2.495555277,0.95540726,0.888324815,0.943344215,1.3491908,1.371522617,1.159915758
123.5,21.836565,21.5061562,20.60355496,2.2453694,2.191167288,2.173192788,1.058967,1.105061483,1.122224366,1.39784,1.501229454,1.484180781
124,21.840248,23.79972235,21.31506165,2.2268872,2.373283641,2.252449751,0.96153784,0.956262162,0.956772296,1.3637611,1.387812402,1.278749292
124.5,21.803204,22.63916378,21.90178476,2.1834755,2.196704954,2.223941615,1.1849526,1.192700068,1.121956516,1.2668157,1.31899287,1.281961481
125,21.702175,21.63784688,22.93165748,2.1520507,2.073577577,1.967823771,1.0382144,1.016698805,1.048248106,1.2015433,1.239626838,1.248992288
125.5,21.675043,21.67828699,22.7934551,2.195461,2.232806887,2.073500172,1.0285678,1.063028897,1.008696168,1.2932738,1.269035168,1.295913018
126,21.73171,22.55343829,22.88486961,2.1828496,2.224197421,2.397838434,1.2522991,1.174981334,1.266680973,1.1980698,1.284468891,1.275169757
126.5,21.751486,21.20688889,21.56307153,2.1612334,1.982381033,2.123435295,1.177446,1.115921873,1.241423279,1.2311611,1.168307546,1.332113444
127,21.817814,21.87472939,23.87470684,2.184648,2.154734652,2.106551095,0.92258394,0.907046152,0.876404516,1.2893438,1.329294244,1.397390294
127.5,21.809982,22.18061578,19.49654702,2.1479897,2.181933079,2.125519086,1.0233926,1.044363371,0.99175546,1.2928405,1.332668693,1.38401662
128,21.754387,19.46152536,21.90705819,2.1813848,2.141635797,2.240269741,1.0434275,0.929682943,1.052903862,1.2650881,1.267369049,1.248990366
128.5,21.720758,21.71572642,22.35838372,2.2216616,2.337802545,2.117578518,1.1334901,1.200798691,1.07448275,1.2780565,1.291014398,1.250539004
129,21.721016,21.17759845,21.51032615,2.2405577,2.294909273,2.158900121,1.0068634,0.980286353,1.012491147,1.3660814,1.365986276,1.517269793
129.5,21.774055,22.84766432,21.4801822,2.2426615,2.180116884,2.344084751,0.74126297,0.771123957,0.730066463,1.2790045,1.32232447,1.353873894
130,21.750387,20.71203242,20.49956305,2.2682221,2.378672509,2.370497853,1.0245175,1.060302172,1.042727434,1.3593849,1.366312726,1.38759536
130.5,21.722162,20.89419632,20.35007153,2.2856274,2.187436159,2.232573219,0.81351084,0.791641123,0.869006866,1.2328907,1.266338683,1.138622744
131,21.707382,20.67017597,21.26513625,2.2838125,2.333772297,2.335864661,0.85292089,0.799964928,0.936803853,1.2965702,1.283340738,1.374928016
131.5,21.677143,21.7959855,23.16363771,2.2366316,2.510074367,2.184399374,1.2156007,1.131887406,1.227226546,1.201678,1.290122376,1.15691797
132,21.669762,21.83211447,21.33457544,2.1918976,2.236959937,2.203929381,1.1974903,1.204576324,1.151987117,1.2584432,1.286426372,1.341236474
132.5,21.669659,21.50314381,21.71459217,2.14376,2.299616731,2.104195721,1.0502367,1.026266563,1.003726668,1.2141503,1.282885447,1.290208287
133,21.652483,20.95487559,22.35486761,2.1286201,2.122207435,2.096740711,1.010118,0.955977567,0.948755589,1.0600833,1.084201452,1.10169696
133.5,21.692936,23.26038724,21.50687394,2.0995898,2.091468988,2.198341097,0.94885886,0.939518023,0.949054265,1.1660541,1.101068916,1.247983901
134,21.73875,21.48952322,21.66758957,2.0864239,1.920261699,2.250625014,1.0380716,0.990689964,1.079057315,1.0915591,1.103936619,1.017570875
134.5,21.792665,23.22990564,21.45968476,2.0958438,2.390227158,2.257876638,1.1362997,1.102972877,1.151567484,1.1878384,1.273083632,1.156143939
135,21.766228,22.0315066,21.85720447,2.1402564,2.124070963,2.26276248,1.0731987,1.09641169,1.093168892,1.1065357,1.10996134,1.095763388
135.5,21.74534,21.86536963,19.90217566,2.174077,2.129689613,2.356231346,0.89481062,0.832258451,0.853206435,1.0855691,1.001783509,1.142919222
136,21.693005,22.40154723,20.00978974,2.1253374,2.095933347,2.066266327,0.96857452,0.939706694,0.9264778,1.0916483,1.092112558,1.13821515
136.5,21.680277,22.54199457,21.05065963,2.129997,2.149205733,2.190208514,0.93759769,0.90684191,1.019222814,1.1635449,1.234887246,1.170700927
137,21.650497,23.36000455,20.68659857,2.190459,2.244624304,2.155792066,1.2179523,1.277246086,1.156552377,1.1666974,1.239146975,1.215583592
137.5,21.650055,22.87339062,22.40382385,2.2399807,2.308759215,2.27390281,1.0180172,1.048473579,0.964022342,1.1687102,1.199076831,1.040249042
138,21.674297,20.48509587,21.28692345,2.2785418,2.35837315,2.241023456,0.98893398,0.921893455,0.940498732,1.2205138,1.17202282,1.165699465
138.5,21.708656,23.12358828,21.29701921,2.3104451,2.407509228,2.401043066,1.1080253,1.190429047,0.992113446,1.2851768,1.267719319,1.253104469
139,21.702072,20.45176263,22.67652026,2.3287427,2.300746882,2.074862423,1.0029008,1.008017163,0.994807283,1.3199199,1.325132839,1.321984219
139.5,21.775902,23.01024775,21.88828599,2.3848743,2.341795072,2.601554149,1.0231522,1.041161442,1.021719357,1.4050021,1.335550939,1.35650235
140,21.777845,22.26819199,21.28782196,2.3211515,2.321512271,2.325796748,0.96897954,0.932651851,0.924483156,1.3900914,1.373700182,1.282700012
140.5,21.798616,21.59787718,20.91803366,2.3217893,2.290427136,2.288574683,1.0597737,1.153634743,1.147382637,1.3610229,1.354323537,1.317531645
141,21.796169,21.53036896,21.13577847,2.3566203,2.109475525,2.19385099,0.99372882,0.949298839,1.060312073,1.3648281,1.3468756,1.389940773
141.5,21.781866,21.03490845,22.65913453,2.3441837,2.506132521,2.399262138,0.82646161,0.819645873,0.797032779,1.3501496,1.437129224,1.36417039
142,21.774731,21.84191109,20.69859992,2.3147128,2.319021387,2.369515579,0.92986053,0.925732114,0.985559801,1.3370306,1.337284385,1.509790575
142.5,21.758001,23.62787817,20.79476019,2.2316487,1.972820887,2.36943756,0.75921071,0.683230962,0.792562865,1.2348275,1.201291386,1.16298272
143,21.766907,21.78271835,22.03286636,2.2143812,2.290788913,2.365296101,1.0079316,1.031773577,0.976263744,1.2090787,1.185849523,1.235771702
143.5,21.738573,22.84620079,21.5664623,2.2066619,2.320326547,2.245632725,0.85475212,0.862618311,0.823637844,1.2168615,1.275432547,1.222449495
144,21.702143,21.99799232,22.22412497,2.1577506,2.097173583,2.099564441,0.90450269,0.93606155,0.86717981,1.1791136,1.185634872,1.175297605
144.5,21.710733,21.71218745,21.16676386,2.1558886,2.314664791,2.159821095,0.94805497,0.831876895,0.912233811,1.248637,1.160128355,1.304601902
145,21.734802,20.44476497,22.02967314,2.2316029,2.191070224,2.074341628,1.0650277,1.051469462,1.1425902,1.256111,1.161442584,1.203842107
145.5,21.746971,20.67576084,21.37952113,2.2536168,2.156616437,2.383285949,1.2129993,1.362041985,1.164855114,1.2664702,1.380562824,1.397021094
146,21.78611,21.33758909,19.25189124,2.3292365,2.286892926,1.992818569,0.99646455,0.939207498,1.007608718,1.2518626,1.132426745,1.162006335
146.5,21.766205,21.6390031,21.85449933,2.3759446,2.257402548,2.275843702,1.1305522,1.125755802,1.113543527,1.4140663,1.300926442,1.434517877
147,21.748535,20.91994359,21.85697752,2.3642921,2.381861993,2.334313003,1.0471251,1.066298463,1.022263833,1.4126514,1.442138517,1.397611372
147.5,21.732056,20.29720897,20.98800921,2.4201541,2.523577659,2.562873459,1.0978924,1.053965083,1.039475613,1.4609629,1.507191997,1.481053117
148,21.735464,21.72390217,22.0963144,2.4478788,2.279417311,2.230424571,1.2340453,1.214535185,1.253727809,1.4804107,1.50745512,1.564350492
148.5,21.751875,22.41853232,21.51288858,2.464438,2.447065203,2.547545918,1.0691755,1.151062523,1.065621699,1.4963195,1.571697401,1.508386628
149,21.767557,21.48822034,22.69788072,2.4116743,2.502126775,2.391587063,1.1813631,1.295588713,1.214772226,1.4268013,1.566662399,1.316079055
149.5,21.848377,20.50688678,21.95798863,2.394393,2.28346878,2.182194384,1.1860071,1.274063311,1.161346906,1.4577279,1.380593609,1.407922471
150,21.842119,20.39776396,22.29437607,2.35237,2.295184576,2.302657659,1.156605,1.180906816,1.264143527,1.4096168,1.402399794,1.381903429
150.5,21.78443,21.07582212,20.62917465,2.266607,2.190198266,2.030281815,1.0299207,0.993238166,1.028620014,1.4166723,1.354373454,1.392931129
151,21.757189,24.23928489,22.59457359,2.2393684,2.272680245,2.337173792,1.0883557,1.136611164,1.130218872,1.3962266,1.362083451,1.331915374
151.5,21.743341,21.54117503,20.39182155,2.1919687,2.1137643,2.145554309,1.1801715,1.02369797,1.126482342,1.4205239,1.322649144,1.430041772
152,21.754372,19.78492838,21.42810931,2.1990697,1.951698133,2.277562307,1.000703,0.940893034,0.974375206,1.2907828,1.3762943,1.171197382
152.5,21.778902,21.73051345,22.52489194,2.1831427,2.324016943,2.46398288,1.0122546,1.03305555,1.044561821,1.2527251,1.301741654,1.155125168
153,21.769154,20.78856573,20.14957412,2.1968353,2.254386998,2.372829474,1.0553994,1.093853628,1.048157016,1.2661785,1.22967158,1.265471787
153.5,21.761646,22.37047197,21.13608111,2.2080145,2.270522039,2.317558458,1.0084945,0.98078346,1.019096253,1.1846577,1.118152887,1.113267584
154,21.794636,20.5042537,21.24666141,2.1972818,2.206785653,2.165414326,0.9842068,1.000299067,0.960813691,1.2224628,1.174021133,1.26784164
154.5,21.780224,21.80917573,20.82981088,2.2104168,2.273473032,2.162894127,0.96798635,0.997906359,1.04748453,1.2750398,1.373975246,1.385932169
155,21.769585,23.15955214,23.83899463,2.210655,2.099979504,2.256900765,1.1556534,1.252935506,1.204162751,1.2941366,1.259778794,1.242514317
155.5,21.798145,22.93695945,21.03501046,2.2547855,2.262450263,2.086953934,1.1934139,1.16882066,1.223110929,1.3789518,1.254315458,1.42847073
156,21.795643,21.60867506,22.44664745,2.2816951,2.103793246,2.244440877,0.9591611,1.00555089,0.941030695,1.5082523,1.622637601,1.580198082
156.5,21.805733,20.93687159,20.7081874,2.3090909,2.343954795,2.333108065,1.0078182,0.971265061,1.069948298,1.5730379,1.523606385,1.615274914
157,21.800961,22.64519744,22.25020296,2.3424993,2.337985507,2.403147939,1.0153922,1.103713453,1.039722877,1.5083702,1.472000945,1.498554988
157.5,21.806639,22.89624733,19.98069692,2.3448126,2.35623341,2.126396619,1.0195564,1.060123428,1.033568629,1.4439942,1.411709547,1.427259622
158,21.775475,21.72151664,23.75690072,2.3772264,2.363498051,2.394852785,0.87330621,0.836799516,0.967913566,1.4670727,1.515638787,1.406497102
158.5,21.737204,22.44393376,23.31784947,2.3743706,2.444836541,2.435628712,0.85285592,0.918396433,0.911519058,1.4206587,1.523609915,1.36203226
159,21.705257,21.29834346,20.87917327,2.3801126,2.424507926,2.319294019,0.953282,0.923558634,1.026418067,1.4046346,1.406274884,1.442000065
159.5,21.713083,21.06196252,23.11116875,2.3688745,2.560761662,2.243233611,0.92974269,0.946649975,1.008367722,1.3974397,1.382205572,1.487196779
