t,RMSD (Ligand) Rep1,RMSD (Ligand) Rep2,RMSD (Ligand) Rep3,RMSD Pocket Rep1,RMSD Pocket Rep2,RMSD Pocket Rep3,RMSD BB Rep1,RMSD BB Rep2,RMSD BB Rep3,Rgyr Rep1,Rgyr Rep2,Rgyr Rep3
93,2.4591062,2.730265347,2.168950044,1.7723238,1.870176683,1.735352279,2.7045548,2.836335524,2.621415443,20.878141,20.94331398,20.79814419
93.5,2.3908546,2.568625248,2.205077457,1.8074743,1.952633279,1.682735366,2.7269905,2.853471031,2.677988823,20.91923,21.03320618,20.89784132
94,2.5092702,2.789145509,2.24384685,1.7619555,1.937678129,1.692311734,2.7678213,2.838454249,2.695005431,20.958241,21.02218937,20.93040306
94.5,2.4820485,2.583165059,2.260301711,1.7572557,1.776881764,1.672260074,2.8043249,2.898388322,2.777250712,20.938446,21.02802693,20.88448038
95,2.5342207,2.676857765,2.475447337,1.8923725,2.068409574,1.944459764,2.8235509,2.810934789,2.68949685,20.885714,20.96381641,20.89135765
95.5,2.5899506,2.884271301,2.369342281,1.8736538,2.090016079,1.820264574,2.7586541,2.800942455,2.787153765,20.833572,20.93310482,20.76331834
96,2.3485203,2.399459171,2.166821342,1.7600226,1.878698258,1.668026482,2.7419834,2.946319185,2.668740143,20.859806,20.94853269,20.83009348
96.5,2.3881207,2.622245885,2.298229714,1.7717302,1.914099839,1.647841081,2.7143743,2.948726319,2.583488937,20.889383,20.88887752,20.89018321
97,2.4587798,2.628042479,2.195305001,1.745805,1.837728727,1.642589361,2.6662378,2.690462735,2.518981352,20.881659,20.95265451,20.88812895
97.5,2.676506,2.832149714,2.535915489,1.7723266,2.006541248,1.76720211,2.7333217,2.887204868,2.745554512,20.894527,20.98956173,20.8471051
98,2.6259024,2.770365119,2.381496419,1.8029497,1.934389235,1.819699226,2.7378435,2.850544631,2.864478104,20.925766,20.96095826,20.91029745
98.5,2.6079497,2.908936887,2.473574981,1.7466519,1.885132711,1.538458734,2.6745861,2.783057502,2.641301165,20.92169,20.99498169,20.7550634
99,2.6702578,2.747060038,2.484208032,1.7461141,1.89404298,1.621528663,2.6467271,2.707469254,2.543045465,20.895134,20.9000578,20.87152059
99.5,2.5321267,2.795570376,2.458891959,1.853315,1.963667528,1.762909327,2.6822844,2.777013659,2.602167919,20.928106,21.02389126,20.81337873
100,2.6409216,2.878725352,2.48439942,1.8230226,1.938972767,1.763812006,2.655021,2.784264745,2.670017099,20.940613,21.0323701,20.91265652
100.5,2.6824906,2.847905727,2.570383313,1.8265252,1.928926231,1.855056633,2.6383717,2.773604045,2.420801132,20.928356,20.9886988,20.93834801
101,2.3808043,2.57446635,2.3339265,1.7401756,1.932542362,1.573620469,2.6199903,2.826765891,2.619402807,20.919863,20.89797192,20.91536743
101.5,2.6631057,2.919588966,2.507212877,1.7590694,1.852295009,1.588198614,2.618619,2.746307216,2.605727253,20.958355,21.00104117,20.86140789
102,2.5126383,2.667574195,2.463791359,1.7965167,1.981590393,1.641314969,2.6386907,2.758592243,2.5290651,20.904106,20.93799681,20.85330784
102.5,2.4653952,2.552852032,2.368687461,1.7167495,1.9034935,1.65078029,2.6591651,2.697590545,2.678242471,20.881723,20.87259329,20.85964664
103,2.5587411,2.780389446,2.48034826,1.7794874,1.914493786,1.693390601,2.6700199,2.592044355,2.722770449,20.90819,20.94905777,20.86634944
103.5,2.5415292,2.676973815,2.337263926,1.8472542,1.956008726,1.758904003,2.6781454,2.885105219,2.604713922,20.930218,20.97985993,20.93687087
104,2.5366561,2.705220863,2.403670557,1.8127271,1.939048564,1.66578209,2.6674502,2.782535787,2.610324377,20.961672,21.05151281,20.84545057
104.5,2.5803473,2.784411418,2.4427933,1.7293478,1.831331359,1.646534543,2.6700599,2.816192638,2.482341822,20.979065,21.06605735,21.00009372
105,2.5840707,2.841224474,2.492662611,1.7543446,1.883523292,1.668848575,2.6822257,2.828206989,2.703357439,21.002207,21.0448921,20.95609354
105.5,2.5299835,2.86786757,2.466526891,1.8934941,2.077073497,1.82282115,2.6622114,2.751518261,2.720143876,20.961821,20.90447963,20.91953207
106,2.5575662,2.783849401,2.486289625,1.7791996,1.991979043,1.735432972,2.6879549,2.777105922,2.650818382,20.906982,20.97165976,20.89839313
106.5,2.5187533,2.727452434,2.417537716,1.8282889,1.870344666,1.735527557,2.6761711,2.801754653,2.723199618,20.917112,20.98795704,20.87178181
107,2.5131135,2.774898888,2.324442027,1.8386623,1.972529647,1.644920517,2.6454504,2.648857393,2.580832799,20.950525,21.02889078,20.93804745
107.5,2.5005808,2.722017904,2.316792146,1.8439082,1.924620614,1.654959479,2.5605974,2.771811676,2.549529232,20.91814,21.02826855,20.91875429
108,2.4195268,2.496770627,2.30729867,1.8268313,1.922664556,1.688150239,2.5702584,2.572114308,2.341416793,20.926449,20.99070718,20.87826192
108.5,2.4882128,2.643212984,2.2541466,1.8245884,1.98122065,1.709143446,2.6298609,2.677453478,2.549104992,20.900652,20.9770264,20.88460671
109,2.3943822,2.5053343,2.221693237,1.8166111,2.015566498,1.742964101,2.7025542,2.762304294,2.691398985,20.89113,20.941041,20.84852889
109.5,2.4524562,2.703708689,2.296323452,1.8236669,1.860665956,1.736907955,2.7441025,2.921616076,2.688115306,20.884655,21.05521865,20.81619878
110,2.5251205,2.821583373,2.411529175,1.84482,1.920111188,1.774995572,2.7993777,2.972987801,2.77999593,20.896584,20.98067923,20.74793391
110.5,2.4713964,2.697806377,2.365322265,1.9057977,1.985807721,1.816009834,2.7484355,2.79847397,2.502159063,20.906975,20.96863145,20.87952008
111,2.3446579,2.472099723,2.114551282,1.8152711,1.888231409,1.709995306,2.7437124,2.792163381,2.573681044,20.870699,20.93414096,20.78887248
111.5,2.4697387,2.729098572,2.369907299,1.8195829,1.917111236,1.769867458,2.733284,2.858628065,2.716389502,20.916498,20.87470164,20.82931916
112,2.4815056,2.609773478,2.191542361,1.8746961,2.058075531,1.825172968,2.6913574,2.831869562,2.559345397,20.992617,21.06696039,20.96741875
112.5,2.4858143,2.704706113,2.28928974,1.7237622,1.853825555,1.660083806,2.6199718,2.759140906,2.538123595,20.906811,21.00708822,20.96572924
113,2.414639,2.527721872,2.332383675,1.8371779,1.961752651,1.629024185,2.6262689,2.735205205,2.453735885,20.86186,20.85657566,20.75886603
113.5,2.5565467,2.650159753,2.384927154,1.7720097,1.878453541,1.564166967,2.6435378,2.715987619,2.513334907,20.838091,20.90194053,20.86419982
114,2.4193556,2.517420164,2.30127208,1.8268836,1.87904514,1.711227328,2.6551507,2.662826338,2.558559911,20.856358,20.84302737,20.7667237
114.5,2.3684487,2.569676588,2.396931219,1.8891164,2.102723734,1.817388518,2.7077756,2.877104986,2.664433226,20.860092,20.86112356,20.84253895
115,2.4386711,2.590250104,2.27420592,1.9004585,2.058370576,1.725244062,2.7569261,2.828986946,2.725913189,20.918119,20.98438875,20.90543826
115.5,2.4017103,2.633155565,2.23931383,1.8589195,2.02285774,1.778803855,2.7302854,2.787587039,2.539446181,20.880619,20.96642631,20.86311381
116,2.3926797,2.499412513,2.093645914,1.8858048,1.996490193,1.764837421,2.7241261,2.770629853,2.687053952,20.88591,20.95287934,20.77103389
116.5,2.507477,2.744356108,2.383569867,1.8080784,1.947577347,1.701418031,2.6768224,2.795796945,2.60266174,20.912779,21.02222226,20.81254296
117,2.3112125,2.468277265,2.260715619,1.8029634,1.948667375,1.757448895,2.6704409,2.77114724,2.515469591,20.871584,20.97265385,20.85284851
117.5,2.5746572,2.871406553,2.441193511,1.8530835,2.008370181,1.747481258,2.7055795,2.758059872,2.648719492,20.884272,20.97552803,20.82013604
118,2.3197243,2.590689598,2.176416556,1.7945148,2.003141557,1.731091738,2.6843777,2.792027274,2.69272504,20.964245,21.06547063,20.97020993
118.5,2.5167739,2.700445708,2.591397229,1.8439511,1.993593386,1.755247401,2.7106929,2.879213223,2.65370195,20.960346,21.055432,20.84792634
119,2.5538604,2.762156417,2.417556753,1.8392646,1.98796356,1.636518798,2.7153933,2.851875977,2.680445428,20.917591,20.98831636,20.90405308
119.5,2.4151998,2.632850047,2.277989077,1.8816433,1.962523466,1.789127997,2.7320368,2.932727019,2.563955497,20.889956,20.95230863,20.87945483
120,2.4718156,2.706205243,2.331099685,1.8233153,2.010189013,1.737453261,2.703475,2.791754765,2.494947809,20.911457,20.99971732,20.83915435
120.5,2.5379639,2.717084562,2.31200878,1.8004999,1.89411947,1.703604164,2.6869709,2.910158718,2.630805856,20.941055,21.04389254,20.9000576
121,2.2965064,2.571991269,2.199764836,1.7268492,1.773983276,1.635821819,2.6913788,2.924387737,2.781254951,20.913456,21.01200428,20.81908879
121.5,2.4158747,2.579024197,2.360606534,1.753221,1.945304819,1.633591572,2.7235014,2.792746074,2.600331349,20.93944,20.92553512,20.89689787
122,2.5371192,2.590590304,2.471509535,1.7348245,1.868491832,1.644407154,2.7653828,2.87965397,2.727511119,20.907097,20.96346916,20.92088987
122.5,2.4331062,2.651088816,2.345942955,1.8025047,1.898056924,1.743048696,2.7532527,2.722549354,2.695711602,20.911207,20.94634475,20.84684101
123,2.3855355,2.577778337,2.183886712,1.6846517,1.779861733,1.556897143,2.8053279,2.850428249,2.715062689,20.883682,20.97950942,20.89529387
123.5,2.483201,2.745212911,2.299487785,1.8275476,1.975517966,1.716222025,2.7781169,2.984017654,2.687483907,20.88451,20.96304879,20.89221913
124,2.3868802,2.629557363,2.439958115,1.7646849,1.917137121,1.762041829,2.7236276,2.816259894,2.499582671,20.893789,20.84546619,20.85468258
124.5,2.391674,2.600964641,2.154292197,1.7162623,1.846835226,1.646033586,2.7126293,2.713067871,2.603284542,20.898939,20.9339234,20.94756589
125,2.4483259,2.656206062,2.197654635,1.7328075,1.881251975,1.613338667,2.7033691,2.712987128,2.660958769,20.870125,20.92616052,20.90022169
125.5,2.434922,2.644178321,2.283146483,1.7534481,1.910356595,1.531291899,2.7249634,2.901488063,2.676034059,20.867744,20.96189196,20.86859939
126,2.3927846,2.545459739,2.135889994,1.7558025,1.845179105,1.626541448,2.696928,2.713544712,2.546300804,20.879601,20.93764419,20.84973323
126.5,2.5115466,2.619816724,2.269439916,1.8155549,1.983013288,1.695867961,2.7056131,2.951803696,2.530080119,20.852695,20.84244136,20.80031597
127,2.4781919,2.617159947,2.219699337,1.7149619,1.925118352,1.631353873,2.7227819,2.871066979,2.613335072,20.890041,21.01208537,20.87514163
127.5,2.5971441,2.790028667,2.35624696,1.8196195,1.970875556,1.577946679,2.7606115,2.738562507,2.639202362,20.886251,20.95118512,20.79162956
128,2.4518871,2.485254707,2.286314819,1.7467835,1.943793606,1.538583584,2.7730727,2.738849552,2.558764032,20.869329,20.86791147,20.73328217
128.5,2.4311085,2.59932994,2.334415349,1.8027302,1.922184654,1.743022345,2.7753544,2.956187915,2.70868188,20.844086,20.78334829,20.88669004
129,2.5561244,2.680825281,2.416410254,1.8085976,1.966341866,1.679030028,2.7635934,3.020300587,2.770934395,20.840769,20.9449365,20.85255666
129.5,2.3554089,2.549178334,2.259620609,1.7573743,1.866142497,1.6117668,2.7417715,2.999953122,2.619658538,20.857683,20.93367071,20.76866889
130,2.3849819,2.52678043,2.206182631,1.7671257,1.922991776,1.74214033,2.7145581,2.823642054,2.615055169,20.775524,20.77092504,20.72415691
130.5,2.563838,2.768629039,2.207925859,1.7693059,1.87116699,1.71242861,2.7640333,2.848366572,2.819390504,20.837753,20.8905842,20.78773485
131,2.5666513,2.749083466,2.356002209,1.8015087,1.958448906,1.660562147,2.7720068,2.791755878,2.835424799,20.815456,20.8897148,20.79926914
131.5,2.5058839,2.80331843,2.225093735,1.7275993,1.922321507,1.569023059,2.7604198,2.956399147,2.651048661,20.829056,20.89886336,20.7197265
132,2.4860575,2.660457675,2.352379581,1.7521385,1.859150304,1.673273002,2.7328916,2.927341583,2.623995727,20.866819,20.90543495,20.81457127
132.5,2.6827941,2.863193842,2.573398647,1.77123,1.837625873,1.640150644,2.691982,2.772641001,2.528285889,20.873522,20.93647401,20.81903501
133,2.625546,2.827573932,2.426399266,1.7149909,1.87968143,1.619668208,2.6648817,2.80460534,2.614689098,20.906412,20.98536187,20.83752058
133.5,2.5266073,2.588814813,2.363901037,1.7265658,1.800920199,1.526320477,2.6831603,2.78330822,2.710546389,20.864626,20.84285907,20.84186482
134,2.5992239,2.715618786,2.495250214,1.796286,1.95010107,1.792239581,2.6566408,2.656055564,2.473302268,20.814651,20.92696385,20.74298925
134.5,2.543143,2.852719778,2.481609884,1.7744173,1.94284116,1.768679092,2.7043917,2.881528375,2.612475923,20.813118,20.80734019,20.79852581
135,2.5378501,2.777173833,2.329417284,1.7704601,1.951952059,1.727459744,2.7185543,2.898737519,2.458755783,20.820988,20.86690743,20.71445089
135.5,2.3314009,2.537295596,2.244437835,1.748033,1.912742601,1.712842745,2.7308249,2.714785405,2.897271463,20.802341,20.86404155,20.75055478
136,2.4921019,2.772961076,2.303275007,1.8405161,2.005442234,1.717015584,2.7771325,2.834181241,2.611002753,20.802883,20.85407529,20.73188831
136.5,2.3048241,2.492361176,2.213514756,1.7687165,1.928684612,1.700422549,2.7167389,2.875401063,2.620716118,20.82638,20.87678624,20.71722189
137,2.4915745,2.672951078,2.140811092,1.7834747,1.93351676,1.773614996,2.6822648,2.769997913,2.519781995,20.875214,20.99673258,20.82899839
137.5,2.4515083,2.629248684,2.268327662,1.7964377,1.95349974,1.74390764,2.720907,2.911161657,2.641401406,20.845211,20.95900825,20.75419759
138,2.505106,2.571639496,2.380448735,1.8109307,1.984974594,1.686112358,2.689244,2.850208121,2.56596595,20.843161,20.82657071,20.82928054
138.5,2.4689023,2.7384575,2.223417428,1.7111799,1.8397342,1.678705928,2.7138267,2.777377685,2.496277203,20.879196,20.96109768,20.85804619
139,2.4457669,2.631886345,2.107802507,1.7708118,1.921739201,1.653587198,2.7515996,2.814419509,2.638807511,20.841738,20.81006437,20.79052968
139.5,2.451242,2.644321522,2.209573397,1.7803189,1.714581956,1.691393438,2.7577376,2.920024184,2.626843036,20.859566,20.88662878,20.86089517
140,2.4788699,2.654014823,2.30576571,1.7994479,1.95713647,1.673197304,2.7005074,2.810588044,2.545546422,20.859121,20.97366776,20.81464385
140.5,2.4434175,2.596872969,2.322528942,1.7245134,1.819604489,1.703089604,2.6808059,2.818336422,2.542045606,20.871355,20.91077568,20.81526159
141,2.5956116,2.619699087,2.49026658,1.7329085,1.964577973,1.594144786,2.7006741,2.825163165,2.488154353,20.89736,20.93468288,20.85310387
141.5,2.5708129,2.78246906,2.41623174,1.7836294,1.954727638,1.660060671,2.7500412,2.902771141,2.605822009,20.898598,20.97047633,20.89551169
142,2.3970828,2.753925137,2.134819757,1.821844,1.937094265,1.737204394,2.6939142,2.936950636,2.591055081,20.851637,20.89672655,20.79535716
142.5,2.4929979,2.766902682,2.257500578,1.8607757,2.037880162,1.83274946,2.6748295,2.898924235,2.441983251,20.832245,20.88500479,20.77712335
143,2.4811721,2.65972224,2.366103025,1.8558573,2.004030821,1.747238999,2.6692235,2.813582683,2.72053136,20.798166,20.84961365,20.73761322
143.5,2.3763747,2.510452159,2.289535562,1.7832472,1.874481723,1.657707378,2.6556668,2.774987752,2.598417276,20.843298,20.89739326,20.80120098
144,2.5172307,2.719170493,2.373033241,1.8175272,1.947472438,1.890677529,2.6738892,2.81388183,2.732849594,20.878544,20.91323017,20.85225115
144.5,2.4733484,2.700869341,2.464790571,1.7742726,1.895297876,1.636054518,2.6909592,2.859718853,2.63499032,20.893843,20.96092142,20.861682
145,2.3430336,2.534576049,2.147661947,1.8028244,1.848393872,1.754612888,2.7030821,2.818461791,2.603468655,20.848255,20.89728935,20.74118856
145.5,2.5023427,2.764955317,2.348971118,1.8163967,1.932494627,1.739991547,2.7833009,2.709439024,2.729511909,20.854332,20.91619867,20.85536513
146,2.4027941,2.534087257,2.265399378,1.8017696,1.87250513,1.699343679,2.770494,2.840093242,2.575947173,20.862509,20.90116905,20.82139729
146.5,2.5802014,2.862846015,2.411200191,1.8322315,1.878910713,1.586490094,2.7397001,2.833853962,2.788382177,20.842014,20.89096138,20.78351671
147,2.2205107,2.430844525,1.979817133,1.8111986,2.014134961,1.794635374,2.7203755,2.802827979,2.685547029,20.855707,20.88202115,20.78874349
147.5,2.4843822,2.643451122,2.230992821,1.7801576,1.939740076,1.662118396,2.6834035,2.791440899,2.588394367,20.841318,20.86114474,20.73687078
148,2.4688659,2.647855996,2.320366198,1.7979323,1.852305064,1.668833144,2.6864185,2.718804428,2.606018515,20.831854,20.89719065,20.78994551
148.5,2.669652,2.897470266,2.552507233,1.9420451,2.127344619,1.798923332,2.6751878,2.722648673,2.5486913,20.821955,20.8902752,20.73417306
149,2.6719759,2.933081244,2.665829035,1.847813,2.049896024,1.794115321,2.6405427,2.807977478,2.614160091,20.857218,20.8764287,20.78366382
149.5,2.4455807,2.650895681,2.299111562,1.7585602,1.929921768,1.644656989,2.6648321,2.575489404,2.410403391,20.850853,20.89814723,20.80433785
150,2.5767491,2.821729959,2.211903283,1.7416247,1.860505923,1.741007317,2.6995935,2.713001346,2.721861287,20.891197,20.96668943,20.81143505
150.5,2.4285092,2.803618694,2.174254703,1.7923645,1.853784231,1.763347885,2.691102,2.76942232,2.585470736,20.919727,20.9601947,20.89982862
151,2.568754,2.642455961,2.289606057,1.8005494,2.077171253,1.680914578,2.6862545,2.824529075,2.62968932,20.922346,20.92616872,20.84949376
151.5,2.32762,2.387588718,2.110456494,1.7236395,1.875616102,1.598357116,2.7207723,2.766851173,2.630889759,20.879517,20.97301726,20.78316006
152,2.5689316,2.775770401,2.455254057,1.671435,1.771022649,1.485534489,2.7406039,2.889061578,2.791911702,20.891212,20.95026473,20.84659851
152.5,2.4259744,2.555541751,2.297275745,1.6689433,1.822944265,1.581653659,2.7445481,2.969313,2.526814447,20.926428,20.9693314,20.90597095
153,2.4545913,2.662914301,2.325930397,1.8559265,2.035194693,1.890197087,2.7073343,2.697478653,2.604371856,20.889746,20.95348976,20.858564
153.5,2.4612176,2.542310086,2.204587838,1.9206394,2.084615219,1.840038744,2.7212317,2.768246228,2.777958398,20.863462,21.00705308,20.85221616
154,2.3279757,2.537258708,2.151234333,1.9116738,2.082383688,1.766546343,2.7129805,2.876347349,2.682007913,20.874615,20.90469342,20.8423625
154.5,2.4740868,2.771382829,2.32062875,1.8445085,1.922467723,1.672808705,2.690866,2.86555575,2.539321354,20.873066,20.938065,20.85043489
155,2.3237326,2.601006702,2.318915796,1.8254414,1.895034239,1.650850832,2.6794159,2.799679059,2.672492252,20.869253,20.94238276,20.84092391
155.5,2.409914,2.530531416,2.356008469,1.8629966,1.937750226,1.821838654,2.6855497,2.720070249,2.803601807,20.803743,20.79010229,20.80310488
156,2.2779229,2.456769145,2.114884205,1.8654435,1.930875944,1.749691665,2.7264807,2.739923139,2.70041108,20.792368,20.86625068,20.71007393
156.5,2.4880152,2.754084515,2.403410627,1.8737453,2.091215362,1.703459639,2.7551515,2.915940694,2.637285175,20.82773,20.9244402,20.91531156
157,2.4537055,2.788012113,2.312969873,1.806113,1.98051664,1.7525097,2.8073611,2.72450872,2.86441284,20.865877,20.85765021,20.80697296
157.5,2.3854158,2.517209,2.2140427,1.8810543,1.929524686,1.818534265,2.8102603,2.851427808,2.78756012,20.884512,20.86840961,20.81485039
158,2.4926233,2.628758346,2.316412685,1.7917175,1.878746451,1.6575016,2.7808397,2.842385133,2.742064196,20.897198,20.85283893,20.87618416
158.5,2.410131,2.690940692,2.131858781,1.7973627,1.892610797,1.583936219,2.7601075,2.893343151,2.71345395,20.899843,20.9644301,20.9250777
159,2.2699571,2.445494313,2.226545368,1.8340892,1.909461579,1.768054642,2.7123721,2.814917968,2.668848192,20.84515,20.85034707,20.75768201
159.5,2.5841935,2.704595535,2.444184046,1.8554022,2.019162798,1.805629412,2.7236552,2.903512948,2.623936952,20.831705,20.91583565,20.83162498
160,2.4707074,2.7486213,2.232479537,1.8961995,2.034422389,1.76020284,2.6831038,2.58793386,2.53147691,20.799707,20.87808812,20.7546394
